"step_idx","9_Pendulum_Matlab_Double_RIP_v0_AgentTD3_DeterministicContinuousActorCriticModel_imac - _step","9_Pendulum_Matlab_Double_RIP_v0_AgentTD3_DeterministicContinuousActorCriticModel_imac - _step__MIN","9_Pendulum_Matlab_Double_RIP_v0_AgentTD3_DeterministicContinuousActorCriticModel_imac - _step__MAX","9_Pendulum_Matlab_Double_RIP_v0_AgentTD3_DeterministicContinuousActorCriticModel_imac - train mean (50 episode rewards)","9_Pendulum_Matlab_Double_RIP_v0_AgentTD3_DeterministicContinuousActorCriticModel_imac - train mean (50 episode rewards)__MIN","9_Pendulum_Matlab_Double_RIP_v0_AgentTD3_DeterministicContinuousActorCriticModel_imac - train mean (50 episode rewards)__MAX"
"87965","362","362","362","1648.1273666513227","1648.1273666513227","1648.1273666513227"
"88091","363","363","363","1641.4080844924997","1641.4080844924997","1641.4080844924997"
"88181","364","364","364","1629.6151184300563","1629.6151184300563","1629.6151184300563"
"88574","365","365","365","1620.1692031381858","1620.1692031381858","1620.1692031381858"
"88666","366","366","366","1609.925188066472","1609.925188066472","1609.925188066472"
"88786","367","367","367","1545.0527570072143","1545.0527570072143","1545.0527570072143"
"89129","368","368","368","1548.6630646333863","1548.6630646333863","1548.6630646333863"
"89418","369","369","369","1558.7670879314287","1558.7670879314287","1558.7670879314287"
"89751","370","370","370","1568.795827714041","1568.795827714041","1568.795827714041"
"89864","371","371","371","1536.988832448131","1536.988832448131","1536.988832448131"
"90019","372","372","372","1536.2218129619678","1536.2218129619678","1536.2218129619678"
"90179","373","373","373","1540.1098978225518","1540.1098978225518","1540.1098978225518"
"90833","374","374","374","1563.684753396269","1563.684753396269","1563.684753396269"
"90983","375","375","375","1554.55505796453","1554.55505796453","1554.55505796453"
"91357","376","376","376","1577.331722848049","1577.331722848049","1577.331722848049"
"91969","377","377","377","1587.0235211451002","1587.0235211451002","1587.0235211451002"
"92240","378","378","378","1514.9331910019696","1514.9331910019696","1514.9331910019696"
"92840","379","379","379","1539.9105790409606","1539.9105790409606","1539.9105790409606"
"93255","380","380","380","1487.4006501274046","1487.4006501274046","1487.4006501274046"
"93391","381","381","381","1473.9023871215102","1473.9023871215102","1473.9023871215102"
"94556","382","382","382","1522.4669039941934","1522.4669039941934","1522.4669039941934"
"94766","383","383","383","1533.7358149801398","1533.7358149801398","1533.7358149801398"
"95316","384","384","384","1564.8251109226653","1564.8251109226653","1564.8251109226653"
"95469","385","385","385","1525.6342294616275","1525.6342294616275","1525.6342294616275"
"96213","386","386","386","1557.678141652564","1557.678141652564","1557.678141652564"
"96458","387","387","387","1542.6069095427904","1542.6069095427904","1542.6069095427904"
"96789","388","388","388","1561.9711543116625","1561.9711543116625","1561.9711543116625"
"97096","389","389","389","1562.0481877621364","1562.0481877621364","1562.0481877621364"
"97573","390","390","390","1560.5019201308996","1560.5019201308996","1560.5019201308996"
"99712","391","391","391","1692.160632904702","1692.160632904702","1692.160632904702"
"100888","392","392","392","1701.6333507376","1701.6333507376","1701.6333507376"
"101190","393","393","393","1692.2413946898246","1692.2413946898246","1692.2413946898246"
"101974","394","394","394","1744.1995814716547","1744.1995814716547","1744.1995814716547"
"102305","395","395","395","1690.3193113921818","1690.3193113921818","1690.3193113921818"
"102694","396","396","396","1698.5386177948478","1698.5386177948478","1698.5386177948478"
"102997","397","397","397","1655.518911332546","1655.518911332546","1655.518911332546"
"103428","398","398","398","1569.7666759246163","1569.7666759246163","1569.7666759246163"
"104629","399","399","399","1627.5782463568314","1627.5782463568314","1627.5782463568314"
"105338","400","400","400","1662.4082594447236","1662.4082594447236","1662.4082594447236"
"105987","401","401","401","1694.8673566021107","1694.8673566021107","1694.8673566021107"
"106315","402","402","402","1675.7143845354096","1675.7143845354096","1675.7143845354096"
"106765","403","403","403","1696.1365666933248","1696.1365666933248","1696.1365666933248"
"107315","404","404","404","1725.7520618823485","1725.7520618823485","1725.7520618823485"
"108044","405","405","405","1766.7709221279208","1766.7709221279208","1766.7709221279208"
"108252","406","406","406","1756.0885815562965","1756.0885815562965","1756.0885815562965"
"109487","407","407","407","1743.7365996916321","1743.7365996916321","1743.7365996916321"
"109639","408","408","408","1724.3911665652288","1724.3911665652288","1724.3911665652288"
"109869","409","409","409","1659.6334290551501","1659.6334290551501","1659.6334290551501"
"110093","410","410","410","1662.806352544107","1662.806352544107","1662.806352544107"
"110308","411","411","411","1674.2700131988013","1674.2700131988013","1674.2700131988013"
"111156","412","412","412","1697.3300074362935","1697.3300074362935","1697.3300074362935"
"111632","413","413","413","1725.0409052972748","1725.0409052972748","1725.0409052972748"
"111866","414","414","414","1732.6912506334452","1732.6912506334452","1732.6912506334452"
"113147","415","415","415","1793.6746429454322","1793.6746429454322","1793.6746429454322"
"113559","416","416","416","1813.5763760141067","1813.5763760141067","1813.5763760141067"
"114056","417","417","417","1835.8866820875016","1835.8866820875016","1835.8866820875016"
"114164","418","418","418","1820.996337069924","1820.996337069924","1820.996337069924"
"115026","419","419","419","1860.3208758431138","1860.3208758431138","1860.3208758431138"
"115670","420","420","420","1889.2837622344186","1889.2837622344186","1889.2837622344186"
"115879","421","421","421","1896.230185249606","1896.230185249606","1896.230185249606"
"117145","422","422","422","1990.326562381551","1990.326562381551","1990.326562381551"
"117726","423","423","423","2018.2099036131417","2018.2099036131417","2018.2099036131417"
"117994","424","424","424","2003.3634922568585","2003.3634922568585","2003.3634922568585"
"118210","425","425","425","2007.1206927017463","2007.1206927017463","2007.1206927017463"
"118562","426","426","426","1999.7783198613186","1999.7783198613186","1999.7783198613186"
"118776","427","427","427","1970.3914793094298","1970.3914793094298","1970.3914793094298"
"118942","428","428","428","1963.8439640203549","1963.8439640203549","1963.8439640203549"
"119196","429","429","429","1939.3124193542485","1939.3124193542485","1939.3124193542485"
"120000","430","430","430","1967.159040949427","1967.159040949427","1967.159040949427"
"120172","431","431","431","1965.9053772474767","1965.9053772474767","1965.9053772474767"
"120322","432","432","432","1901.9286726512819","1901.9286726512819","1901.9286726512819"
"120510","433","433","433","1896.0537954501417","1896.0537954501417","1896.0537954501417"
"120740","434","434","434","1870.1302069656138","1870.1302069656138","1870.1302069656138"
"121019","435","435","435","1881.094320518044","1881.094320518044","1881.094320518044"
"121302","436","436","436","1844.7911748891077","1844.7911748891077","1844.7911748891077"
"121673","437","437","437","1855.977443606801","1855.977443606801","1855.977443606801"
"121898","438","438","438","1845.788010978878","1845.788010978878","1845.788010978878"
"122245","439","439","439","1854.9659164160057","1854.9659164160057","1854.9659164160057"
"122651","440","440","440","1848.5453595498607","1848.5453595498607","1848.5453595498607"
"123195","441","441","441","1743.7769661246386","1743.7769661246386","1743.7769661246386"
"123645","442","442","442","1686.0434735646663","1686.0434735646663","1686.0434735646663"
"124207","443","443","443","1696.0415357980498","1696.0415357980498","1696.0415357980498"
"126269","444","444","444","1782.984534934549","1782.984534934549","1782.984534934549"
"126413","445","445","445","1772.664113828293","1772.664113828293","1772.664113828293"
"126611","446","446","446","1764.4750228718556","1764.4750228718556","1764.4750228718556"
"126799","447","447","447","1756.4108817989263","1756.4108817989263","1756.4108817989263"
"127069","448","448","448","1739.4438825412453","1739.4438825412453","1739.4438825412453"
"127892","449","449","449","1708.8836744528592","1708.8836744528592","1708.8836744528592"
"128064","450","450","450","1667.910853858904","1667.910853858904","1667.910853858904"
"128336","451","451","451","1639.4094940546024","1639.4094940546024","1639.4094940546024"
"129068","452","452","452","1671.792780542885","1671.792780542885","1671.792780542885"
"129311","453","453","453","1649.0260941659456","1649.0260941659456","1649.0260941659456"
"129433","454","454","454","1619.6033773158276","1619.6033773158276","1619.6033773158276"
"129659","455","455","455","1576.3088352610523","1576.3088352610523","1576.3088352610523"
"130082","456","456","456","1596.9411648373125","1596.9411648373125","1596.9411648373125"
"130276","457","457","457","1526.292341391822","1526.292341391822","1526.292341391822"
"130427","458","458","458","1528.6543412291264","1528.6543412291264","1528.6543412291264"
"133507","459","459","459","1737.9845793782524","1737.9845793782524","1737.9845793782524"
"133662","460","460","460","1732.6947708457062","1732.6947708457062","1732.6947708457062"
"133788","461","461","461","1726.7988953213064","1726.7988953213064","1726.7988953213064"
"134125","462","462","462","1686.8381108382448","1686.8381108382448","1686.8381108382448"
"134519","463","463","463","1672.9940780219185","1672.9940780219185","1672.9940780219185"
"134743","464","464","464","1678.5206119252332","1678.5206119252332","1678.5206119252332"
"134976","465","465","465","1604.2163325706563","1604.2163325706563","1604.2163325706563"
"135130","466","466","466","1585.6664044614633","1585.6664044614633","1585.6664044614633"
"135476","467","467","467","1577.333291826381","1577.333291826381","1577.333291826381"
"135706","468","468","468","1589.7299643180556","1589.7299643180556","1589.7299643180556"
"136306","469","469","469","1569.4821506520532","1569.4821506520532","1569.4821506520532"
"137765","470","470","470","1640.548896838622","1640.548896838622","1640.548896838622"
"138466","471","471","471","1682.870873147066","1682.870873147066","1682.870873147066"
"138762","472","472","472","1603.8404241365954","1603.8404241365954","1603.8404241365954"
"139163","473","473","473","1591.487610097911","1591.487610097911","1591.487610097911"
"139770","474","474","474","1608.8035040220866","1608.8035040220866","1608.8035040220866"
"139903","475","475","475","1606.1649150254464","1606.1649150254464","1606.1649150254464"
"140111","476","476","476","1598.1071500598084","1598.1071500598084","1598.1071500598084"
"140975","477","477","477","1656.8091624315045","1656.8091624315045","1656.8091624315045"
"141249","478","478","478","1660.7687140256437","1660.7687140256437","1660.7687140256437"
"141420","479","479","479","1653.7792711488169","1653.7792711488169","1653.7792711488169"
"141712","480","480","480","1616.7139097115678","1616.7139097115678","1616.7139097115678"
"141841","481","481","481","1618.3902409838897","1618.3902409838897","1618.3902409838897"
"142050","482","482","482","1620.7607728738103","1620.7607728738103","1620.7607728738103"
"142428","483","483","483","1640.1315970874289","1640.1315970874289","1640.1315970874289"
"142601","484","484","484","1635.2535544221892","1635.2535544221892","1635.2535544221892"
"143026","485","485","485","1643.5641987254098","1643.5641987254098","1643.5641987254098"
"143821","486","486","486","1692.033835301045","1692.033835301045","1692.033835301045"
"144033","487","487","487","1677.4755573206512","1677.4755573206512","1677.4755573206512"
"144538","488","488","488","1710.9617867369677","1710.9617867369677","1710.9617867369677"
"145034","489","489","489","1715.7360651040665","1715.7360651040665","1715.7360651040665"
"145424","490","490","490","1716.2615844413633","1716.2615844413633","1716.2615844413633"
"145840","491","491","491","1690.4986302147072","1690.4986302147072","1690.4986302147072"
"148114","492","492","492","1831.520775713673","1831.520775713673","1831.520775713673"
"148498","493","493","493","1831.2465773962485","1831.2465773962485","1831.2465773962485"
"148785","494","494","494","1704.9770946394192","1704.9770946394192","1704.9770946394192"
"149149","495","495","495","1725.9736611344806","1725.9736611344806","1725.9736611344806"
"149456","496","496","496","1731.2026484235682","1731.2026484235682","1731.2026484235682"
"149684","497","497","497","1732.0253638072093","1732.0253638072093","1732.0253638072093"
"149852","498","498","498","1730.5867596919534","1730.5867596919534","1730.5867596919534"
"150309","499","499","499","1716.351180185197","1716.351180185197","1716.351180185197"
"151024","500","500","500","1760.7504311810721","1760.7504311810721","1760.7504311810721"
"151258","501","501","501","1748.1428129528867","1748.1428129528867","1748.1428129528867"
"151676","502","502","502","1720.9428660013","1720.9428660013","1720.9428660013"
"151881","503","503","503","1722.6899907312902","1722.6899907312902","1722.6899907312902"
"152101","504","504","504","1736.533788390384","1736.533788390384","1736.533788390384"
"153451","505","505","505","1824.7245708196924","1824.7245708196924","1824.7245708196924"
"153619","506","506","506","1803.3492214377613","1803.3492214377613","1803.3492214377613"
"153992","507","507","507","1818.9364243736936","1818.9364243736936","1818.9364243736936"
"154260","508","508","508","1828.1016091953572","1828.1016091953572","1828.1016091953572"
"154850","509","509","509","1647.1081520031921","1647.1081520031921","1647.1081520031921"
"155049","510","510","510","1649.9759802134663","1649.9759802134663","1649.9759802134663"
"155925","511","511","511","1699.8746284377373","1699.8746284377373","1699.8746284377373"
"156428","512","512","512","1725.9450403268647","1725.9450403268647","1725.9450403268647"
"156645","513","513","513","1713.9273488201254","1713.9273488201254","1713.9273488201254"
"156797","514","514","514","1707.835195617956","1707.835195617956","1707.835195617956"
"156950","515","515","515","1700.0534149957643","1700.0534149957643","1700.0534149957643"
"157093","516","516","516","1704.3024841214478","1704.3024841214478","1704.3024841214478"
"157272","517","517","517","1691.2188651947797","1691.2188651947797","1691.2188651947797"
"157428","518","518","518","1684.4583907582028","1684.4583907582028","1684.4583907582028"
"157811","519","519","519","1671.675057496658","1671.675057496658","1671.675057496658"
"158395","520","520","520","1602.9509812743768","1602.9509812743768","1602.9509812743768"
"158903","521","521","521","1578.0058885667636","1578.0058885667636","1578.0058885667636"
"159190","522","522","522","1573.8075906333222","1573.8075906333222","1573.8075906333222"
"159560","523","523","523","1578.3262779938573","1578.3262779938573","1578.3262779938573"
"160155","524","524","524","1582.6287566478723","1582.6287566478723","1582.6287566478723"
"160524","525","525","525","1597.9903566024109","1597.9903566024109","1597.9903566024109"
"160638","526","526","526","1588.6587764695826","1588.6587764695826","1588.6587764695826"
"161205","527","527","527","1555.365502510761","1555.365502510761","1555.365502510761"
"161490","528","528","528","1562.987169878019","1562.987169878019","1562.987169878019"
"163150","529","529","529","1672.1491815969953","1672.1491815969953","1672.1491815969953"
"163713","530","530","530","1695.7227583574224","1695.7227583574224","1695.7227583574224"
"164098","531","531","531","1718.697921756765","1718.697921756765","1718.697921756765"
"164337","532","532","532","1720.7081006842209","1720.7081006842209","1720.7081006842209"
"164640","533","533","533","1713.6033506976808","1713.6033506976808","1713.6033506976808"
"165021","534","534","534","1725.785808959033","1725.785808959033","1725.785808959033"
"165272","535","535","535","1713.3935735585883","1713.3935735585883","1713.3935735585883"
"167809","536","536","536","1851.402364111179","1851.402364111179","1851.402364111179"
"168599","537","537","537","1906.6780864455138","1906.6780864455138","1906.6780864455138"
"170395","538","538","538","2006.4519767974066","2006.4519767974066","2006.4519767974066"
"170640","539","539","539","1991.0246799191623","1991.0246799191623","1991.0246799191623"
"172759","540","540","540","2117.2738442048517","2117.2738442048517","2117.2738442048517"
"173674","541","541","541","2158.924981836227","2158.924981836227","2158.924981836227"
"173899","542","542","542","2004.1816109763934","2004.1816109763934","2004.1816109763934"
"174585","543","543","543","2035.9732263170654","2035.9732263170654","2035.9732263170654"
"175199","544","544","544","2062.964944827311","2062.964944827311","2062.964944827311"
"175370","545","545","545","2048.1401557363783","2048.1401557363783","2048.1401557363783"
"176226","546","546","546","2087.816034283351","2087.816034283351","2087.816034283351"
"176340","547","547","547","2077.667169098095","2077.667169098095","2077.667169098095"
"176491","548","548","548","2066.9766955063374","2066.9766955063374","2066.9766955063374"
"178981","549","549","549","2234.681392640861","2234.681392640861","2234.681392640861"
"179899","550","550","550","2244.5003004836326","2244.5003004836326","2244.5003004836326"
"182425","551","551","551","2422.0799188813335","2422.0799188813335","2422.0799188813335"
"183583","552","552","552","2488.7588974815358","2488.7588974815358","2488.7588974815358"
"183963","553","553","553","2501.0413423786713","2501.0413423786713","2501.0413423786713"
"184065","554","554","554","2484.8057851883354","2484.8057851883354","2484.8057851883354"
"185966","555","555","555","2540.8829870216687","2540.8829870216687","2540.8829870216687"
"186792","556","556","556","2579.257208434755","2579.257208434755","2579.257208434755"
"188654","557","557","557","2701.8521550154132","2701.8521550154132","2701.8521550154132"
"190188","558","558","558","2800.549817263037","2800.549817263037","2800.549817263037"
"191981","559","559","559","2893.388579988087","2893.388579988087","2893.388579988087"
"192965","560","560","560","2953.900433484781","2953.900433484781","2953.900433484781"
"193472","561","561","561","2933.741531347646","2933.741531347646","2933.741531347646"
"194731","562","562","562","2976.522232276168","2976.522232276168","2976.522232276168"
"197908","563","563","563","3228.960029408123","3228.960029408123","3228.960029408123"
"198119","564","564","564","3233.04366056341","3233.04366056341","3233.04366056341"
"198829","565","565","565","3290.8055177327847","3290.8055177327847","3290.8055177327847"
"199758","566","566","566","3338.3539450097282","3338.3539450097282","3338.3539450097282"
"201176","567","567","567","3437.673737934015","3437.673737934015","3437.673737934015"
"204396","568","568","568","3704.2062052797737","3704.2062052797737","3704.2062052797737"
"204575","569","569","569","3682.212047973238","3682.212047973238","3682.212047973238"
"205493","570","570","570","3694.8561006910268","3694.8561006910268","3694.8561006910268"
"207658","571","571","571","3844.903482169052","3844.903482169052","3844.903482169052"
"208283","572","572","572","3864.0935330561647","3864.0935330561647","3864.0935330561647"
"208533","573","573","573","3843.3831828826715","3843.3831828826715","3843.3831828826715"
"212165","574","574","574","4075.7674799959786","4075.7674799959786","4075.7674799959786"
"212597","575","575","575","4082.9044974829553","4082.9044974829553","4082.9044974829553"
"213596","576","576","576","4140.273695185196","4140.273695185196","4140.273695185196"
"213978","577","577","577","4128.821204751602","4128.821204751602","4128.821204751602"
"214443","578","578","578","4138.105707134466","4138.105707134466","4138.105707134466"
"215632","579","579","579","4102.613999189633","4102.613999189633","4102.613999189633"
"216340","580","580","580","4113.880885830366","4113.880885830366","4113.880885830366"
"219512","581","581","581","4304.1387819901975","4304.1387819901975","4304.1387819901975"
"221759","582","582","582","4457.76981563411","4457.76981563411","4457.76981563411"
"222225","583","583","583","4468.150207898301","4468.150207898301","4468.150207898301"
"224859","584","584","584","4658.261090224562","4658.261090224562","4658.261090224562"
"224968","585","585","585","4650.364182962637","4650.364182962637","4650.364182962637"
"226131","586","586","586","4532.856957059912","4532.856957059912","4532.856957059912"
"228338","587","587","587","4658.040804973106","4658.040804973106","4658.040804973106"
"234036","588","588","588","4955.295104760635","4955.295104760635","4955.295104760635"
"237989","589","589","589","5253.650080796231","5253.650080796231","5253.650080796231"
"239217","590","590","590","5196.098981523782","5196.098981523782","5196.098981523782"
"239985","591","591","591","5195.530597501664","5195.530597501664","5195.530597501664"
"240817","592","592","592","5235.853531049491","5235.853531049491","5235.853531049491"
"244105","593","593","593","5467.484337622514","5467.484337622514","5467.484337622514"
"249061","594","594","594","5850.605623285855","5850.605623285855","5850.605623285855"
"250908","595","595","595","5988.572698626829","5988.572698626829","5988.572698626829"
"252179","596","596","596","6031.091295875993","6031.091295875993","6031.091295875993"
"252618","597","597","597","6060.299074075164","6060.299074075164","6060.299074075164"
"257780","598","598","598","6480.754963131492","6480.754963131492","6480.754963131492"
"258101","599","599","599","6297.200389233704","6297.200389233704","6297.200389233704"
"260095","600","600","600","6409.648965638512","6409.648965638512","6409.648965638512"
"265337","601","601","601","6672.916222862499","6672.916222862499","6672.916222862499"
"268785","602","602","602","6900.927821299769","6900.927821299769","6900.927821299769"
"269871","603","603","603","6949.52967038367","6949.52967038367","6949.52967038367"
"274452","604","604","604","7349.253473395119","7349.253473395119","7349.253473395119"
"275273","605","605","605","7258.419724397797","7258.419724397797","7258.419724397797"
"276704","606","606","606","7317.902423058648","7317.902423058648","7317.902423058648"
"280206","607","607","607","7470.043905037516","7470.043905037516","7470.043905037516"
"280387","608","608","608","7366.485206295625","7366.485206295625","7366.485206295625"
"281554","609","609","609","7338.846728639435","7338.846728639435","7338.846728639435"
"282750","610","610","610","7377.179882301029","7377.179882301029","7377.179882301029"
"286459","611","611","611","7655.56201578668","7655.56201578668","7655.56201578668"
"288235","612","612","612","7725.944230304192","7725.944230304192","7725.944230304192"
"289287","613","613","613","7551.75548843174","7551.75548843174","7551.75548843174"
"291575","614","614","614","7736.562639309392","7736.562639309392","7736.562639309392"
"292868","615","615","615","7798.27250633974","7798.27250633974","7798.27250633974"
"293752","616","616","616","7820.722397024071","7820.722397024071","7820.722397024071"
"297289","617","617","617","8034.624050004978","8034.624050004978","8034.624050004978"
"297453","618","618","618","7767.239829079568","7767.239829079568","7767.239829079568"
"297945","619","619","619","7801.4438653321495","7801.4438653321495","7801.4438653321495"
"300529","620","620","620","7958.764249984853","7958.764249984853","7958.764249984853"
"300777","621","621","621","7798.894304930332","7798.894304930332","7798.894304930332"
"301103","622","622","622","7784.294560232862","7784.294560232862","7784.294560232862"
"301320","623","623","623","7787.956956690768","7787.956956690768","7787.956956690768"
"301636","624","624","624","7539.459190381881","7539.459190381881","7539.459190381881"
"301915","625","625","625","7534.828479178634","7534.828479178634","7534.828479178634"
"302375","626","626","626","7513.979528426387","7513.979528426387","7513.979528426387"
"305422","627","627","627","7762.704491043865","7762.704491043865","7762.704491043865"
"305568","628","628","628","7742.725444493966","7742.725444493966","7742.725444493966"
"307025","629","629","629","7788.067722820026","7788.067722820026","7788.067722820026"
"307733","630","630","630","7797.826899565307","7797.826899565307","7797.826899565307"
"310017","631","631","631","7761.747290998515","7761.747290998515","7761.747290998515"
"310273","632","632","632","7610.508237933986","7610.508237933986","7610.508237933986"
"311008","633","633","633","7634.719301169887","7634.719301169887","7634.719301169887"
"311236","634","634","634","7439.266956836578","7439.266956836578","7439.266956836578"
"311484","635","635","635","7449.548718650311","7449.548718650311","7449.548718650311"
"311927","636","636","636","7405.303775410587","7405.303775410587","7405.303775410587"
"312115","637","637","637","7228.110498532088","7228.110498532088","7228.110498532088"
"313017","638","638","638","6856.950237974174","6856.950237974174","6856.950237974174"
"313961","639","639","639","6627.608088265444","6627.608088265444","6627.608088265444"
"314129","640","640","640","6546.594708367516","6546.594708367516","6546.594708367516"
"314872","641","641","641","6545.644183139413","6545.644183139413","6545.644183139413"
"315235","642","642","642","6522.280130056469","6522.280130056469","6522.280130056469"
"315604","643","643","643","6254.749581316286","6254.749581316286","6254.749581316286"
"318904","644","644","644","6132.1062728045035","6132.1062728045035","6132.1062728045035"
"319482","645","645","645","6025.016316627074","6025.016316627074","6025.016316627074"
"319716","646","646","646","5936.983708179214","5936.983708179214","5936.983708179214"
"319926","647","647","647","5919.859512863913","5919.859512863913","5919.859512863913"
"320555","648","648","648","5551.075825956926","5551.075825956926","5551.075825956926"
"321780","649","649","649","5616.70787668924","5616.70787668924","5616.70787668924"
"322070","650","650","650","5464.00279445248","5464.00279445248","5464.00279445248"
"322258","651","651","651","5029.473485565151","5029.473485565151","5029.473485565151"
"322585","652","652","652","4732.10979566045","4732.10979566045","4732.10979566045"
"322837","653","653","653","4677.5733874547805","4677.5733874547805","4677.5733874547805"
"323148","654","654","654","4295.59338468088","4295.59338468088","4295.59338468088"
"323316","655","655","655","4240.356795364985","4240.356795364985","4240.356795364985"
"323556","656","656","656","4151.349176570602","4151.349176570602","4151.349176570602"
"323995","657","657","657","3881.1353344429067","3881.1353344429067","3881.1353344429067"
"324299","658","658","658","3892.1731351399276","3892.1731351399276","3892.1731351399276"
"325268","659","659","659","3867.3503066302405","3867.3503066302405","3867.3503066302405"
"325487","660","660","660","3773.123181677309","3773.123181677309","3773.123181677309"
"326200","661","661","661","3511.7859615063226","3511.7859615063226","3511.7859615063226"
"326607","662","662","662","3380.799073183818","3380.799073183818","3380.799073183818"
"327493","663","663","663","3370.051616154902","3370.051616154902","3370.051616154902"
"329434","664","664","664","3356.474146092543","3356.474146092543","3356.474146092543"
"329771","665","665","665","3253.9539997523916","3253.9539997523916","3253.9539997523916"
"330025","666","666","666","3193.293206858834","3193.293206858834","3193.293206858834"
"330237","667","667","667","2884.5942384102627","2884.5942384102627","2884.5942384102627"
"330441","668","668","668","2888.45775701564","2888.45775701564","2888.45775701564"
"330867","669","669","669","2883.49823911023","2883.49823911023","2883.49823911023"
"331236","670","670","670","2687.247254677954","2687.247254677954","2687.247254677954"
"331493","671","671","671","2684.7107205749307","2684.7107205749307","2684.7107205749307"
"331851","672","672","672","2685.453542903194","2685.453542903194","2685.453542903194"
"332102","673","673","673","2689.1357013562915","2689.1357013562915","2689.1357013562915"
"332329","674","674","674","2678.3019997424417","2678.3019997424417","2678.3019997424417"
"332681","675","675","675","2678.3349286542384","2678.3349286542384","2678.3349286542384"
"332931","676","676","676","2654.8873224123117","2654.8873224123117","2654.8873224123117"
"333596","677","677","677","2430.3001812872926","2430.3001812872926","2430.3001812872926"
"333905","678","678","678","2441.457034228219","2441.457034228219","2441.457034228219"
"334899","679","679","679","2388.7984382266727","2388.7984382266727","2388.7984382266727"
"335615","680","680","680","2391.363137827691","2391.363137827691","2391.363137827691"
"335864","681","681","681","2220.8244804026144","2220.8244804026144","2220.8244804026144"
"336125","682","682","682","2222.611480091079","2222.611480091079","2222.611480091079"
"336430","683","683","683","2187.5356550018855","2187.5356550018855","2187.5356550018855"
"336716","684","684","684","2191.492224616489","2191.492224616489","2191.492224616489"
"337060","685","685","685","2198.777532979376","2198.777532979376","2198.777532979376"
"337449","686","686","686","2189.395948624087","2189.395948624087","2189.395948624087"
"337812","687","687","687","2202.1976629488836","2202.1976629488836","2202.1976629488836"
"338098","688","688","688","2148.594384803801","2148.594384803801","2148.594384803801"
"338738","689","689","689","2119.6469392890353","2119.6469392890353","2119.6469392890353"
"339139","690","690","690","2139.38985926177","2139.38985926177","2139.38985926177"
"339428","691","691","691","2095.796312813272","2095.796312813272","2095.796312813272"
"339839","692","692","692","2096.783353643248","2096.783353643248","2096.783353643248"
"340179","693","693","693","2094.0643715603946","2094.0643715603946","2094.0643715603946"
"341129","694","694","694","1868.6045916531025","1868.6045916531025","1868.6045916531025"
"341800","695","695","695","1882.8778249928987","1882.8778249928987","1882.8778249928987"
"342671","696","696","696","1933.0285406466073","1933.0285406466073","1933.0285406466073"
"343038","697","697","697","1945.476032321393","1945.476032321393","1945.476032321393"
"343307","698","698","698","1915.028292837039","1915.028292837039","1915.028292837039"
"343742","699","699","699","1858.07324946868","1858.07324946868","1858.07324946868"
"344067","700","700","700","1857.3804391787482","1857.3804391787482","1857.3804391787482"
"344340","701","701","701","1862.6344129350746","1862.6344129350746","1862.6344129350746"
"346567","702","702","702","2013.359646982634","2013.359646982634","2013.359646982634"
"346872","703","703","703","2016.747759852485","2016.747759852485","2016.747759852485"
"348056","704","704","704","2085.950180342147","2085.950180342147","2085.950180342147"
"348339","705","705","705","2094.420960989258","2094.420960989258","2094.420960989258"
"348732","706","706","706","2103.5831395071637","2103.5831395071637","2103.5831395071637"
"349193","707","707","707","2108.1943433114307","2108.1943433114307","2108.1943433114307"
"349509","708","708","708","2107.0655379787704","2107.0655379787704","2107.0655379787704"
"351995","709","709","709","2229.224681507354","2229.224681507354","2229.224681507354"
"353188","710","710","710","2307.3777987557783","2307.3777987557783","2307.3777987557783"
"353526","711","711","711","2276.91641919391","2276.91641919391","2276.91641919391"
"354802","712","712","712","2345.4711596124766","2345.4711596124766","2345.4711596124766"
"355752","713","713","713","2342.0966661030134","2342.0966661030134","2342.0966661030134"
"356232","714","714","714","2192.6744563167777","2192.6744563167777","2192.6744563167777"
"356588","715","715","715","2193.0077963871263","2193.0077963871263","2193.0077963871263"
"356867","716","716","716","2194.9379463474993","2194.9379463474993","2194.9379463474993"
"357343","717","717","717","2216.1745137429684","2216.1745137429684","2216.1745137429684"
"357697","718","718","718","2227.0447577966133","2227.0447577966133","2227.0447577966133"
"358518","719","719","719","2255.7249161729314","2255.7249161729314","2255.7249161729314"
"358882","720","720","720","2253.079317441267","2253.079317441267","2253.079317441267"
"359194","721","721","721","2257.5942729511094","2257.5942729511094","2257.5942729511094"
"359773","722","722","722","2273.2253085492925","2273.2253085492925","2273.2253085492925"
"362831","723","723","723","2523.089613560149","2523.089613560149","2523.089613560149"
